DataSourceId,Text,Label,StageOfOperation,Source,Note,BCS,COSPEvaluation,COSPNumber
F3LA200100042,"AT START OF DESCENT INTO PKWA PRESSURIZATION CONTROL LEVER AND OUTFLOW VALVE FROZE UP.  THE CREW HAD TO DO AN EMERGENCYDESCENT, THE O2 MASK IN CABIN DROPPED WHEN ALT INCREASED TO 15000 FT.  THE CREW LANDED WITHOUT FURTHER INCIDENT.  MAINTENANCE IN PKWA DEFERRED PRESSURIZATION TO PHIK IAW MEL 21-10-01.  MAINTENANCE IN PHIK REPLACED CABIN RATE CONTROLLER, OUTFLOW ACTUATOR.  OPERATIONAL CHECK GOOD IAW MM 21-31-2, 21-31-0, 21-31-4, AND 21-31-4.  ACFT WAS RETURNED TO SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
FDEA201012014531,"ACFT DID NOT PRESSURIZE AFTER TAKEOFF.  OUTFLOW VALVE SHOWED CLOSED, CARGO HEAT OUTFLOW CLOSED.  ALL DOOR LIGHTS INDICATED CLOSED.  PRESSURIZATION  SYS APPEARED TO BE WORKING, NORMAL OTHERWISE.  ALSO COULD NOT GAIN CONTROL IN STBY  MODE.RESEALED NOSE GEAR AREA PRESSURIZED AC TO 8 PSID NO LEAKS NOTED AT NOSE GEAR.  CHECK PRESSURIZATION.  NOTED SLOW RISE INPRESSURE.  RAN NR1 ENGINE IAW JRH.  PERFORMED DECAY CHECK IAW JRH.  FOUND DUCT LEAKING FWD OF APU.  REMOVED DUCT AND ORDERED COUPLING.  R & R FLOW CONTROL VALVE PRECAUTIONARY.  OPS AND LEAK CHECKS GOOD WITH NO DISCREPANCIES NOTED. ALL WORKDONE REF AMM 21-58-012-4. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROL VALVE Part Condition: FAILED",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
FDEA201705211468,"AFTER COMPLETION OF POSITIVE PRESSURE RELIEF VALVE TEST, AIRCRAFT WAS UNABLE TO HOLD CABIN ALTITUDE WITH A CABIN CLIMB OF APPROXIMATELY 600-700 FT PER MINUTE. ON POST FLT FOUND FOD IN UPPER POSITIVE PRESSURE RELIEF VALVE.  INSULATION BLANKET FOUND JAMMED IN UPPER POSITIVE RELIEF VALVE.  INSULATION BLANKET SHOULD NOT BE INSTALLED AT THIS LOCATION IAW DWG 757R2654-131-13.  REMOVED INSULATION BLANKET IAW AMM 25-00-00.  REPLACED UPPER POSITIVE RELIEF VALVE IAW AMM 21-32-01  CARRIED OUT CABIN PRESSURE LEAKAGE TEST IAW AMM 05-51-24. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: OUTFLOW VALVE Part Condition: OBSTRUCTED",Maybe,CRUISE                                            ,SME Feedback,,,,
FDEA201706161681,"CABIN ALTITUDE EICAS WARNING AT FL380. COMPLIED WITH QRH,  DESCENDED TO FINAL ALTITUDE FL250. RECOVERED CABIN PRESSURE IN AUTO 2 AT CABIN ALTITUDE 7500.  NORMAL DESCENT AND PRESSURE UNTIL LFPG.   REPLACED THE NR 1 CPC IAW MM 21-31-02-4, TESTED OK.  COMPLYED WITH CABIN PRESSURE DECAY CHECK IAW MM 05-51-24-2, TEST PASSED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  O2 MASK DEPLOYED Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,SME Feedback,Cabin O2,,,
FDEA201706161684,"IN CRUISE FLIGHT (FL390) RT PACK TEMP EICAS MESSAGE.  SHORTLY THEREAFTER, RT PACK INOPERATIVE AND RT BLEED OFF EICAS WITH LIGHTS ON OVERHEAD PANEL. RAN QRH  AND PRESSED EVENT RECORD. COULD NOT MAINTAIN CABIN ALTITUDE ON ONE PACK. BEGAN DESCENT. CABIN ALTITUDE CLIMBED TO 13,000 FT.  DURING DESCENT TO 10,000  FT CABIN AUTO INOPERATIVE EICAS MESSAGE AND OVERHEAD PANEL  LIGHT ILLUMINATED. RAN QRH. SELECTED MANUAL ON  ALTITUDE CONTROLLER IAW QRH. DONNED OXYGEN MASKS UNTIL CABIN ALTITUDE WENT BELOW 10,000 FEET.   TROUBLESHOT SYSTEM IAW FIM 21-51, FT 803, PACK TEMP SENSOR  BITE SHOWS COMPRESSOR SENSOR, TEMP CONTROL VALVE, AND LOW LIMIT VALVE FAULTED.  DURING FURTHER INSPECTION,  FOUND CONNECTORS VERY LOOSE ON ALL FAUL Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: LINE Part Condition: FAILED",Maybe,CRUISE                                            ,SME Feedback,Crew O2,,,
FDEA201706241755,ON BLOCK IN UNABLE TO OPEN THE LT DOOR. Nature of Condition:  OTHER Precautionary Procedure:  NONE Part Name: DOOR Part Condition: BINDING,No,                                                  ,SME Feedback,Door,,,
FDEA201707041846,"DURING CLIMBOUT,  NOTICED THE AIRCRAFT WAS NOT PRESSURIZING NORMALLY.   LEVELED OFF AT FL10, BUT THE CABIN ALTITUDE CLIMBED TO 10 000. RAN  PROCEDURES IN THE QRH FOR CABIN ALTITUDE.  REQUESTED FL80 AND CABIN ALTITUDE DESCENDED TO  8000. TRIED MODE SELECT AUTO 1 AND MANUAL TO GET THE AIRCRAFT TO PRESSURIZE NORMALLY BUT NEITHER WORKED. THE CABIN PRESSURE STAYED AT 0 PSI.  CONTROLLER  REMOVED AND REPLACED IAW AMM 21-31-02-4-0,  FOUND BAD FROM  STOCK FOR NO POWER, ORIGINAL CONTROLLER REINSTALLED, TESTED AND RESET PERFORMED IAW AMM 21-31-00-5. NO FAULT FOUND. CPC SYS NR 1 IS NOW OPS GOOD.   OPS CHECKED IN MANUAL MODE IAW AMM 21-31-00-5 OK. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CABIN PRESSURE Part Condition: MALFUNCTIONED",Maybe,CLIMB                                             ,SME Feedback,,,,
FDEA201707111916,"DURING CLIMB AT APPROX FL 260 RECEIVED EICAS  MESSAGE, MAIN CARGO DOOR. DESCEND TO 10,000'. REPLACED MAIN CARGO DOOR LATCHED WARNING SENSOR S891 REF MM52-71-09-2, OP CHECK GOOD. RE-INSTALLED DOOR LOCK COVER PLATE AND DOOR INTERIOR LINER. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: SENSOR Part Condition: FAULTY",No,CLIMB                                             ,SME Feedback,Door,,,
FDEA201809062365,"LEVEL 3 CABIN ALTITUDE WARNING DESCENDING THROUGH 35,000 FEET. CABIN ALTITUDE CLIMBED AS HIGH AS 13,500 FEET. COMPLIED W ITH QRH AND PUT CABIN PRESSURE CONTROLLER IN MANUAL. CABIN PRESSURE WAS CONTROLLABLE IN MANUAL. REMOVED AND REPLACED CPC  NR 1 IN REF TO AMM 21-31-04-2. NO FAULTS NOTED. AS PRECAUTIONARY PERFORMED VISUAL INSPECTION OF ALL CARGO DOOR SEALS AN D PRESSURE RELIEF VALVES. NO DEFECTS NOTED. T/S PER FIM''S 21-33-01-00 AND 21-31-05-00. NO DEFECTS NOTED. ALL OPS CHECKS  NORMAL. ",No,DESCENT                                           ,SME Feedback,Controllable,,,
FDEA201904260925,"CLIMBING OUT OF FL 300 WE RECEIVED AN EICAS ""CAB  ALT"" MESSAGE.  CABIN ALTITUDE EXCEEDED 10,000 FT. AS INDICATED  BY THE  CABIN ALT INDICATOR, WE COMPLIED WITH PHASE  ONE ITEMS, DONNEP THE OXYGEN MASKS AND INITIATED A  DESCENT TO 10,000 FT.  WE COMPLIED WITH CAB ALT QRH  PROCEDURES, DURING DESCENT TO 10,000 FT. WE ALSO  RECEIVED AN EICAS CABIN AUTO INOP CAUTIO N MESSAGE.  WHICH SUBSEQUENTLY DISAPPEARED. CABIN ALTITUDE  RETURNED BELOW 10,000 FT WHEN WE LEVELED OFF AT  10,000FT.  ",Maybe,CLIMB                                             ,SME Feedback,Crew O2,,,
FDEA201905121036,"DURING CLIMB RECEIVED CABIN ALTITUDE EICAS MESSAGE.  DONNED OXYGEN MASKS AND DESCENDED BELOW 10,000 FT.  NOTICED OUTFLOW  VALVE IN FULL CLOSED POSITION WITH  RIGHT PACK OPERATIVE WHICH SHOULD HAVE PRESSURIZED THE AIRCRAFT WITH NO PROBLEM.  D M REMOVED AND REPLACED RT PACK FLOW CONTROL SHUTOFF VALVE. REF MM 21-51-01-2. OPS CHECK AND TESTED GOOD. RAN PACKS WITH  HUFFER AT 48PSI, BOTH PACKS OPERATED NORMAL.  OUTFLOW VALVE OPERATED NORMAL.  AIRCRAFT GOOD FOR SERVICE.  PART OFF MANUF ACTURER: PNEUMATICS SYSTEMS PART OFF:396480-1, FLOW CONTROL VALVE,SERNO OFF 313` ",Maybe,CLIMB                                             ,SME Feedback,Crew O2,,,
FDEA202002070280,"CABIN ALTITUDE WARNING ANNUNCIATED AT CRUISE FL370.  VERIFIED CABIN ALT, DON MASKS.  QRH COMPLIED WITH DECENT TO 15,000.   CABIN PRES STABILIZED.  CLIMBED TO FL250 CABIN REMAINED STABLE.  WITH OUTFLOW VALVE SHOWING FULL CLOSED, CABIN STILL C LIMBED USING AUTO1 OR AUTO2. REMOVED AND REPLACED CABIN PRESSURE SELECTOR IN REF TO AMM 21-31-01-4.  TESTS GOOD.  OK FOR  SERVICE.  ",Maybe,CRUISE                                            ,SME Feedback,Crew O2,,,
FDEA202010042415,"AIRCRAFT DID NOT PRESSURIZE DURING CLIMB OUT IN  AUTO 2 . LEVELED AT 10K WITH CABIN ALT EICAS  WARNING. OUTFLOW VALVE IN DICATED FULL OPEN . NO  OTHER INDICATIONS ON EICAS.   ACCOMPLISHED FIM 21-30 FT 815 AND FIM 21-3- FT 802                      BOCK 1 FOUND CABIN ALT PRESS CONTROLLER 2 INOP.                        PRESS/TEST FAILED TO ILLUM TEST INDICATION.  REMOVED                    AND REPLACED CABIN ALT AUTO CONTROLLER 2 IAW AMM                       21-31-02-4, OPS AND IN DCATION NOW NML. OK FOR SVC                      CABIN PRESS CONTROLLER MPN# 2117388-6   S/N# 94-A0753 ",Maybe,CLIMB                                             ,SME Feedback,,,,
FDEA202010042416,"AIRCRAFT DID NOT PRESSURIZE DURING CLIMB OUT IN AUTO 2.  LEVELED AT 10K WITH CABIN ALT EICAS WARNING.  OUTFLOW VALVE IND ICATED FULL OPEN.  NO OTHER INDICATIONS ON EICAS.  ACCOMPLISHED FIM 21-30 FT 815 AND FIM 21-3- FT 802 BLOCK 1 FOUND CABI N ALT PRESS CONTROLLER 2 INOPERABLE.  PRESS/TEST FAILED TO ILLUM TEST INDICATION.  REMOVED AND REPLACED CABIN ALT AUTO C ONTROLLER 2, IAW AMM 21-31-02-4, OPS AND INDCATION NOW NORMAL.  OK FOR SERVICE CABIN PRESS CONTROLLER MPN 2117388-6 S/N  94-A0753. ",Maybe,CLIMB                                             ,SME Feedback,,,,
FDEA202012173181,"CABIN ALT MESSAGE AND LIGHTS AT FL 390 30 MIN AFTER ""L EMER DOORS"" MESSAGE.  QRH COMPLIED DESCENT TO 10,000 FT, AT ARO UND 11,000 FT BOTH MESSAGES  EXTINGUISHED.  DECLARDED EMERGENCY/DIVERT TO ICT.  FOUND LOWER FORWARD ADJUSTING STOP PIN O UT OF RIG.  ADJUSTED PIN, DID CABIN ALTITUDE PRESSURE CHECK W/REF TO B757 MM 52-21-01-5.  OPERATIONS CHECK GOOD.  AC OK  TO CONTINUE.  ",Maybe,CRUISE                                            ,SME Feedback,Doors out of rig,FED-FED-20-1118,COSP Reportable,P02252
FDEA202105201333,"ENROUTE AT FL340 NOTICED EARS POPPING AND CABIN                                   DIFFERENTIAL NEAR 6 WITH CABIN ALTITUD E AT 9000. 10                               MINUTES LATER RECEIVED CABIN ALT HIGH EICAS. DONNED                                O2 MASKS, RAN QRH AND DESCENDED TO 10000                                          INITIALLY. EICAS REMAINED. DESCE NDED TO 9000 AND                                  EICAS WENT OUT. ONCE AT 9000, CABIN PRESSURIZED TO                                 ~7000 . AT NO POINT DID CABIN ALTITUDE EXCEED                                     10,000.                               FOUND FLOW CONTROL VALVE FAULTED LAST FLIGHT.  REMOVED  AND PARTIALLY INSTALLED FLOW CONTROL VALVE REF AMM 21",Maybe,CRUISE                                            ,SME Feedback,Crew O2,,,
FDEA202106301624,"CABIN ALTITUDE EICAS WARNING CLIMBING THROUGH 10,000 FEET OUT OF KGSO. LEVELED THE AIRCRAFT AT  10,000, RAN QRH, CONSULT ED GOC AND GSO MAINTENANCE.   TRIED BOTH AUTO 1 AND AUTO 2.  THEN MOVED THE CONTROLLER TO MAN.  WERE STILL UNABLE TO CON TROL THE PRESSURIZATION. RTB TO KGSO. PRESS   DIFF WAS AT MAX.  CABIN ALT WAS PRESSURIZED BELOW SEA LEVEL. PER CREW DEBR IEF, FLIGHT CREW HAD   SOME SUCCESS CONTROLLING PRESSURIZATION IN MANUAL MODE.  AT 10,000 FEET DURING TROUBLESHOOTING- I N-FLIGHT EMERGENCY   DECLARED DIFFERENTIAL  GUAGE - RED INDICATION CABIN ALTITIUDE- BLUE OFF   INDICATION RATE GUAGE- 0   OUTFLOW VALVE- CLOSED AIRCRAFT CONFIGURED IN AUTO 2 CONTROLLER   MODE, AUTO 1 - NO CHANGE MANUAL MODE- ABLE TO MOVE OUT",Maybe,CLIMB                                             ,SME Feedback,some controlablity,,,
FDEA202107181804,"PASSING APROX. 15,000 FT WE HAD A LEVEL 2 ALERT  ""CABIN INFLO LO"" THIS ALERT ONLY REMAINED FOR A FEW  SECONDS, BUT WAS F OLLOWED BY LEVEL 1 ALERT  ""CABIN  RATE"". THERE WAS NEXT A LOUD SQUEALING  NOISE FOLLOWED BY A LOUD BOOM AND SUBSEQUENT   LOSS OF CABIN PRESSURE CONTROL. NEXT WE HAD A LEVEL  3  ALERT ""CABIN ALTITUDE"".  FOLLOWED QRH, DECLARED  EMERGENCY AND R ETURNED TO KMEM. THE AIRCRAFT NEVER  CLIMBED ABOVE FL240 AND THE CABIN ALTITUDE MAXED AT  ABOUT 12,000 FT.   FOUND FWD A VIONICS DOOR SEAL TORN. REMOVED AND REPLACED FWD AVIONICS DOOR SEAL, PRESSURIZED AIRCRAFT UP TO 4.0 PSI, IAW MD-10 MM 21 -31-00-5-1 AND 21-00-00-5. FOUND NO LEAKS AROUND DOOR SEAL.  NO OTHER FAULTS NOTED. A/C OK FOR SERVICE.",No,CLIMB                                             ,SME Feedback,Seal leak,,,
HALA2017070300174,"ATB, DUE TO L ENG HPSOV ( ENGINE HIGH STAGE BLEED VALVES ). REPAIR IN WORK. Nature of Condition:  OTHER Precautionary Procedure:  UNSCHED LANDING Part Name: SHUTOFF VALVE Part Condition: NOT REPORTED",No,CLIMB                                             ,SME Feedback,HPSOV,,,
HALA2017070500180,AIR TURN BACK  FOR THE LEFT HPSOV DID NOT CLOSE.  LOCKED OUT THE LT ENGINE HPSOV. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  ABORTED TAKEOFF Part Name: SHUTOFF VALVE Part Condition: MALFUNCTIONED,No,TAKEOFF                                           ,SME Feedback,HPSOV,,,
HALA2017080400217,"RT ENGINE COMPRESSOR STALLED, FOLLOWED BY ENGINE VIBRATION HIGH. SHUT DOWN THE ENGINE.  ENGINE CHANGE IN WORK. Nature of Condition:  WARNING INDICATION, PARTIAL RPM/PWR LOSS Precautionary Procedure:  UNSCHED LANDING, ENGINE SHUTDOWN Part Name: COMPRESSOR Part Condition: STALLED",No,NOT REPORTED                                      ,SME Feedback,Engine,,,
HALA2017080800217,CABIN PRESS AUTO INOP LT ILLUMINATED ON GROUND AFTER ENG START/TAXI. CABIN DIFF CLIMBED TO 4 PSI DIFF. NO CHANGE TO CONDITION W/ SWITCH TO AUTO 2. OUTFLOW VALVE REMAINED CLOSED. CABIN ALT AUTO 2 EICAS MSG DISPLAYED. CPC NR 2 FAULTED ON BITETEST. MANUAL MODE OK. PERFORMED FIM TASK 21-31 FT 809 AND FIM 21-31 FT 803. CABIN PRESSURE CONTROLLER NR 1 FAULTED. REPLACED CPC NR 1 PER AMM 21-31-02. OP'S CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  NONE Part Name: CONTROLLER Part Condition: FAILED,No,TAXI                                              ,SME Feedback,Controllable,,,
HALA2017112100282,LEFT ENGINE BLEED VALVE EICAS MESSAGE. RETURNED TO DEPARTURE.  FOUND HPSOV TERM 1 CONNECTOR D4210P PIN 10 OPEN AND HPSOVTERM 2 TO D4210P OPEN. REPLACED THE TERMINAL 1 ON WIRE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: WIRE Part Condition: DAMAGED,No,NOT REPORTED                                      ,SME Feedback,HPSOV,,,
HALA2017113000287,ATB - MEDICAL EMERGENCY Nature of Condition:  OTHER Precautionary Procedure:  UNSCHED LANDING Part Name: NONE Part Condition: NONE,No,CRUISE                                            ,SME Feedback,Medical Emergency,,,
I5EA20170515001,LEFT PACK INDICATED ZERO PRESSURE FOLLOWED BY CABIN ALTITUDE WARNING HORN AND LIGHTS. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: DUCT CLAMP Part Condition: LOOSE,Maybe,CLIMB                                             ,SME Feedback,,,,
I5EA2017071903,"CABIN ALTITUDE WARNING AT 36,000 FEET. AIRCRAFT CABIN ALTITUDE WAS SHOWING 13,000 FEET. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: SEAL Part Condition: LOOSE",No,CRUISE                                            ,SME Feedback,Seal,,,
I5EA2018111202,"DISCREPANCY:  CABIN WARNING HORN SOUNDED AT FL370. PERFORMED EMERGENCY DESCENT TO FL290.  CORRECTIVE ACTIONS:  PERFORMED  OPS CHECK OF CABIN PRESSURE CONTROL PANEL SYSTEMS, OPS CHECK GOOD IAW BOEING AMM 21-33-00.    ",Maybe,CRUISE                                            ,SME Feedback,,,,
I5EA2020062370001,"WHILE AT 360 IN CRUISE, CABIN EXCEEDED 10K FT, UNABLE TO CONTROL CABIN PRESSURE AND CHECK LIST COMPLETED. OUTFLOW VALVE  MALFUNCTIONED.    ",Maybe,CRUISE                                            ,SME Feedback,,,,
I5EA2020071370001,ON INITIAL DESCENT WE HAD LEFT BLEED TRIP FOLLOWED SHORTLY AFTER BY LOSS OF CABIN PRESSURE.   REMOVED AND REPLACED PRSOV .    ,Maybe,DESCENT                                           ,SME Feedback,,,,
I5EA2020071500002,"DURING CLIMB FROM FL330 TO FL350, CABIN ALTITUDE BEGAN TO CLIMB RAPIDLY, AUTO FAIL LIGHT ILLUMINATED, CABIN ALT HORN SOU NDED, SELECTED, SELECTED ""STBY"" MODE AND CONTROLLED CABIN FOR APPROX 2 MIN THEN RAPIDLY CLIMB, SELECT ""MAIN"" AC, REFER T O QRH PROCEDURE 2-1.   ",Maybe,CRUISE                                            ,SME Feedback,,,,
I5EA2021032900012,"CABIN ALTITUDE WARNING LIGHT AND HORN SOUNDED AT 37,000 FEET.  CABIN OBSERVED ABOVE 10,000 FEET AND CLIMBING.  EMERGENCY  DESCENT EXECUTED AND QRH MEMORY ITEMS AND QRH PROCEDURES COMPLETED.  PASSENGER OXYGEN MASKS MANUALLY DEPLOYES BY FLIGHT  CREW.   ",Yes,CRUISE                                            ,SME Feedback,O2 Mask Deployed,,,
I5PA2021052075702,CABIN AUTO 2 INOP FOUND DUE TO A FAULTY CABIN PRESS CONTROLLER. CONTROLLER WAS REPLACED AND CONFIRMED OPERATIONAL     ,Maybe,NOT REPORTED                                      ,SME Feedback,,,,
IPXA2017030114568,FWD CARGO DETECTOR NR 2 EICAS MESSAGE DISPLAYED.   OPEN. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: SMOKE DETECTOR Part Condition: WARNING MESSAGE,No,NOT REPORTED                                      ,SME Feedback,Fire Detector,,,
IPXA2017072719833,STATUS MESSAGE FOR WEATHER RADAR SYS. OPEN Nature of Condition:  WARNING INDICATION Precautionary Procedure:  NONE Part Name: WARNING MESSAGE Part Condition: ILLUMINATED,No,                                                  ,SME Feedback,Weather Radar,,,
IPXA2017080920322,"CABIN ALTITUDE AUTO 2 MESSAGE DISPLAYED.  LOSS OF CABIN PRESSUE.  EMERGENCY DECLARED.  REPLACED THE NR 2 CABIN PRESSURECONTROLLER IAW FIM 21-30-00-815-803, AND AMM 21-31-02-0401.  OPS NORMAL. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,SME Feedback,,UPS-UPS-17-0643,COSP Reportable,2017-1447
IPXA2017090221252,"EMERGENCY DECLARED,  DUIRING DESCENT TO FL 320, THE RIGHT PACK PRESSURE STARTED TO FLUCTUATE SHORTLY AFTER THE RT ENGINEBLEED EICAS INDICATION.  THE CABIN ALTITUDE CLIMBED ABOVE 10,000 AND DESCENDED.  REPLACED THE RT PRSOV IAW MM 36-11-09-002-017-001.  REPLACED RT RFCC IAW MM 36-11-18.  PERFORMED AN OPS CHECK IAW MM 36-11-00, CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  O2 MASK DEPLOYED, EMER. DESCENT Part Name: SHUTOFF VALVE Part Condition: INOPERATIVE",Yes,DESCENT                                           ,SME Feedback,,UPS-UPS-17-0700,COSP Reportable,2017-1599
IPXA2017090721461,EICAS STATUS MESSAGE FOR THE RT ENGINE FIRE LOOP 2 DISPLAYED PRIOR TO BLOCK OUT.  OPEN. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: WARNING MESSAGE Part Condition: ILLUMINATED,No ,TAXI                                              ,SME Feedback,Displays only,,,
IPXA2017122924923,"RETURNED TO DEPARTURE, AND AN EMERGENCY WAS DECLARED. DUE TO A LEFT ENGINE BLEED OFF AND LT PACK OFF.  RESULTED IN CLOSING THE LEFT BLEED VALVE.  RECEIVED A RT ENG HIGH STAGE MESSAGE AND LIGHT. STARTED DESCENDING DUE TO NO PRESSURIZATION. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: WARNING MESSAGE Part Condition: ILLUMINATED",Maybe,CLIMB                                             ,SME Feedback,,,,
IPXA2018032127682,"ACFT PRESSURIZED SLOWLY,  FAILED TO MAINTAIN CABIN ALTITUDE.   R & R THE RT PACK COMPRESSOR OUTLET SENSOR NR 1 IAW AMM 2 1-51-06-401.  PERFORMED PRESSURE LEAKAGE RATE CHECK IAW  AMM 05-51-24-702-001,  TESTED OK,  LEAK CHECKED RT & LT PACKS F OR LEAKS. NO LEAKS NOTED.   ",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
IPXA2018081332769,"DURING CRUISE AT 360.  CABIN ALTITUDE WARNING LIGHT AND HORN SOUNDED.  CABIN ALTITUDE WAS ABOVE 10,000 FT.   ACCOMPLISHE D QRM PROCEDURE.  SELECTING BOTH PACKS GOT CABIN UNDER CONTROL.  NO OTHER STATUS OR CAUTIONS.R&R CABIN PRESSURE OUTFLOW  VALVE IAW 21-31-03-002-001, 21-31-03-402-010.  C/W EXCESSIVE CABIN PRESSURE LEAKAGE TEST IAW 05-51-24-702-001.  OPS AND  LEAK CHECKED GOOD.  ",No,CRUISE                                            ,SME Feedback,Controllable,,,
IPXA2018122137128,"CLIMBING THROUGH FL 280, AN EICAS MESSAGE & WARNING HORN FOR CABIN ALTITUDE WERE ANNUNCIATED AND SOUNDED. EMERGENCY DECL ARED, PERFORMED AN EMERGENCY DESCENT. LEFT PACK WAS OFF DURING CLIMB OUT, AFTER RETURNING LEFT PACK TO AUTO, STARTED TO  REGAIN CABIN ALTITUDE. CABIN ALTITUDE INSPECTION LT & RT PACK SYS,   FOUND A DUCT CLAMP AT THE RT PACK,  DISCHARGE DUCT  FWD HOSE LOOSE AND WORN.  SECURED THE CLAMP IAW EO B757-2150-71019-A,  ",Maybe,NULL,SME Feedback,,,,
IPXA2020080318479,"EMERGENCY DECLARED,  PASSING FL230, RECIEVED CABIN ALT WARNING 9CABIN ALT 10,000` AND CLIMBING CABIN ALTITUDE WAS NOT CO NTROLLABLE. FOLLOWED CHECKLIST, DIVERTED. T/S PERFORMED CABIN PRESSURE OUTFLOW VALVE CHANGED IAW AMM 21-31-03-002-001. O PS CHECKED GOOD.   ",Maybe,CRUISE                                            ,SME Feedback,,UPS-UPS-20-0729,Not COSP Reportable,
IPXA2020110562053,"INSPECTION TYPE: NA ATB.  SDR FILED OPEN.  PAN PAN WAS DECLARED BUT CANCELLED, LANDING UNEVENTFUL, NO EMERGENCY EQUIPMEN T USED.  CRUISE ALT FL370 CABIN ALT INCREASING OUTFLOW VALVES BOTH CLOSED.  CHANGED CABIN ALT. CONTROLLER FROM BOTH TO A .  CABIN ALT CONTINUED CLIMBING.  AT CABIN ALT 1000 MASTER/CAUTION WARNING EMERGENCY DESCENT TO F250.  CABIN ALT REDUCED  PASSING FL280.  T/S FWD CRG OVBD DEFCK FOUND HOSE DISCONNECTED PARTLY AT PACK 2 MIXER, PORT AT RECIRC FAN, PER AMM 21-5 1-44.  REINSTALLED HOSE, PER AMM 21-51-00.  DO CMC TEST OF PACK, PASS, PER MEL 21-26-1-2.  REACTIVATE FWD OVRBRD VALVE.   DO AMM 05-51-08 EXCESS CABIN PRESS LEAK TEST DELTA P PROP 4.0 TO 3.1, PER MEL 21-26-1-2 REV DMP.  PER AMM 21-26-00 LOWE",Yes,CRUISE                                            ,SME Feedback,,UPS-UPS-20-1053,COSP Reportable,2020-1412
IPXA2020111062220,"INSPECTION TYPE: NA ATB, NO EMERGENCY DECLARED.  CABIN INFLOW LOW LEVEL 1 ALERT ON DURING CLIMBOUT.  FOLLOWED CABIN ALTI TUDE CHECKLIST AND MONITORED ILLEG CONTINUED TO CLIMB OUTFLOW VALVE WAS FULL CLOSED.  CABIN ALTITUDE COULD NOT BE MAINTA INED.  RETURNED TO SDF.  RECEIVED AVIONICS FLO OVERIDE 101 ADJUSTED CABIN PRESSURE OUTFLOW VALVE ACTUATOR PUSH ROB ASSEM BLY, IAW MM 21-31-20-400-801.  PERFORMED FUNCTIONAL TEST OF CABIN PRESS CONTROL SYSTEM, IAW MM 21-31-00-700-801, ALL OPE RATIONS NROMAL. ",Maybe,CLIMB                                             ,SME Feedback,,UPS-UPS-20-1107,Not COSP Reportable,
IPXA2021012264765,"INSPECTION TYPE: NA ATB EMERGENCY DECLARED, NO EQUIP USED- LANDING UNEVENTFUL.  DURING CLIMB OUT ZTIME GOT LEVEL 1 CABIN  RATE MESSAGE APPROXIMATELY 12000'' MESSAGE NOTICED CAB ALT 8000 FT CLIMBING REQUIRED LEVEL OFF AT 17500 FT CAB ALT ABOVE  1000 MAX CABIN ALT WAS 12000 FT WENT TO MANUAL & VERIFIED OUTFLOW VALVE CLOSED, NO EFFECT.  REMOVED AND REPLACED CABIN  PRESSURE OUTFLOW VALVE MOTOR, IAW AMM 21-31-21.  FUNCTIONAL TEST GOOD.  ",Maybe,CLIMB                                             ,SME Feedback,,,,
IPXA2022052482447,INSPECTION TYPE:C  L/H MAIN CABIN COMPARTMENT BEHIND LOWER SIDEWALL PANEL BETWEEN FR 38.1 AND FR 38.2 SUPPORT WEB CRACKE D.INSTALLED SIDEWALL SUPPORT WEB IAW-SRM 51-40-21.    ,No,NULL,FAA and Sentence Transformer Aided ,,,,
