Id,Text,Label,,,,,,,
328,"aircraft was grounded : pilot reports right engine filter bypass light illuminated after takeoff, turns on and off intermittently. maintenance accomplished fim 73-05-00-810-f00, no faults noted. iaw fim, replaced #2 engine fuel filter iaw j outboard card 73-94-13 and replaced fuel filter differential switch iaw amm 73-34-01. ran engine, operation check good. ok for service.",Yes,,,,,,,
329,"the flight was diverted to msp following the loss of oil from the #1 engine. an emergency was not declared, the engine w as not shutdown, and the aircraft landed uneventfully. corrective action : maintenance visually inspected the engine but did not find any external oil leaks. no oil was found in the tailpipe. the deoiler ejector port seal, rotating seal & packing, and starter carbon seal were replaced per amm 72-61-02.",Yes,,,,,,,
330,"during takeoff right engine rolled back to sub idle. the takeoff was aborted at 70 knots. right & right the nr 2 engine fuel control, fuel pump, and electronic engine controllers. removed and reinstalled the original pt2tt2 probe iaw amm 73-21. mtc found fuel flow transmitter housing separated causing a large leak upstream of the fuel distribution valve. the transmitter was replaced. per formed test 3, 3a, 6, 7, and test 15. engine leak and operation check good.",Yes,,,,,,,
331,"air turn back - during climb out the left engine vibration was indicating 4.3. crew complied with qrh and aircraft returned to jfk. corrective action : maintenance replaced airborne vibration monitor and number one engine fan blades per b737 amm. all vibes normal on high power run, aircraft returned to service.",Yes,,,,,,,
332,"aircraft was grounded : pilot reports on initial power application for takeoff, the number one engine was substantally s lower to spool up than the #1 engine. maintenance removed and replaced the #1 engine main engine control iaw job card 12 l40073001 and leak check was good iaw jobcard 12l40072003.",Yes,,,,,,,
333,"start on nr 2 engine, n2 indicating 26 % when start lever brought up to idle. no fuel flow or ignition indication. followed aborted start iaw qrh. aircraft grounded. performed nr 2 engine start twice. engine start normal, no abnormal parameters. normal nr 2 engine start using auxiliary power unit, no faults noted. all iaw amm 71-00-00-800-810-f00. visual impeller rotation inspection iaw amm 73-11-01-200-801, found no rotation. inspected lubrication flow screen, no contamination. replaced fuel filter iaw amm 73-11-02. replaced the fuel pump, hydro mechanical unit, fuel heater servo, and heat exchanger iaw ea 800-71ea-18794. ran engine by start 2 times, normal starts. nature of condition : other precautionary procedure : other part name : unknown part condition : malfunctioned",Yes,,,,,,,
334,"pdis 359 76-10 6450 14feb20 ont open u log pages : 3200450 during descent number 2 throttle would not decrea se below approximately 71 % n1. during attempted throttle movements in auto and manual throttle number 2 throttle would advance on it ' s own. due to this we decided to shutdown number 2 engine iaw the engine shutdown inflight, qrh check list. we declared an emergency with ontario approach control. fact 14feb20 12 : 27 ont complied with ea 8-7600-t0352444, clean and purge engine #2 throttle cable, ref amm 76-11-01-2. ops checks good. complied with amm 72-00-00-6",Yes,,,,,,,
335,"left engine flame out ( shutdown ) occurred while descending through approximately 10,000 feet. the quick reference handbook ’ s engine failure and engine in-flight start check list was completed. the engine restart was successful. the airplane was removed from service ( grounded ) and a bolt was found missing at the aft side of the left engine ’ s servo fuel heater, causing a fuel leak. the servo fuel heater ’ s gasket seal was replaced and the missing bolt was installed. the cause for the in-flight shutdown was a missing bolt in the servo fuel heater. nature of condition : fluid loss, engine flame out precautionary procedure : other part name : bolt part condition : missing",Yes,,,,,,,
336,"ship 5650 - air turn back inflight shutdown - during climb out at approximately 17,000ft the left engine throttle became unresponsive. crew performed air turn back to msp. flight crew shutdown the engine per qrh. corrective action : electronic engine controllers and fcu replaced, wiring che cks performed. found pitot static tlr fb int message during check outs. verified short internal to thrust lever resolver. resolver replaced and messages cleared. system checks good. aircraft returned to service.",Yes,,,,,,,
337,"aircraft grounded, during descent, experienced a sudden loss of pressurization, all masks deployed at fl 380 cabin alt light came on and alt horn sounding, both bleed trip off lights illuminated. crew followed bleed trip off in qrh & pressurization re-stored. engine anti ice was on. an emergency was declared, and landed safely without further incident. acc omplished health checks for lt engine iaw wc 4414, & right engine iaw wc 4415. replaced lt engine bleed air regulator, lt engine 390 degree precooler control valve sensor, lt engine 450 degree, bleed air overtemp sensor, right engine 390 degree, precooler control valve sensor, & right engine 450 degree, bleed air overtemp sensor.",Yes,,,,,,,
338,"status message "" left engine prv "" ( < p > performed fim 36-10 ft 878, found wire on the prv to be touching safety wire. adjusted wire and re secured. had flight crew perform left engine idle run. no status message after shutdown. good at this time. engine run iaw amm 71-00-00.",Yes,,,,,,,
339,"1. right engine failure during cruise, followed qrh procedures and diverted to bro, declaired emergency uneventful landing. 2. during walk-around, discovered passenger cabin window at row 11 right was damaged. 1. during ts found #2 engine had considerable foreign object debris damage. remove and replace # 2 engine iaw wo #4863, tc 71-900-01-01. performed adjustment test engine ground run up engine change iaw tc 71-900-02-01. items s, a, b, + center, synchronization system test 6, electrical system check + item, engine generator field disconnect + operational check could not be accomplished due to right generator failure to come on-line. adjusted part power trim and engine low idle trim iaw md80 amm 71-00-00. all parameters within limits. cw boeing tc 76-021-01-02, e",Yes,,,,,,,
340,"left engine thrust lever froze in-flight at aproxim tely 1.5 engine pressure ratio, while passing 30,000 ft, turned autothrottles off and made no difference. able to break loose with a subsequent bind, broke free again and was ok the remainder of the flight. performed an inspection and check of fuel flow governor, the input lever torque is within limits iaw amm 73-21-01 - 6. checked lower, intermediate and upper control box assemblies iaw amm 76-11-10-6, no defects found. performed a throttle push pull check iaw 76-11-00-5, found to be within limits. performed an autothrottle test iaw 22-10-00-5, no faults. performed a nr 1 engine idle run, operation check normal. throttle moves free with no binding.",Yes,,,,,,,
341,"during takeoff roll, the right engine bleed off eicas and off light illuminated zero duct pressure indicated. complied with fim 36-20 ft 104. right engine pressure shutoff valve fault, inspected right engine pressure shutoff valve valve, sense lines, and electrical connector, built in test equipment checked the air supply, no faults, performed ground run of right engine, pneumatics operation check good iaw amm 71-00-00. nature of condition : false warning precautionary procedure : aborted takeoff part name : warning light part condition : false activation",Yes,,,,,,,
342,"aircraft was grounded. flight diverted to dfw due to loss of oil qty in right engine. troubleshooting revealed an interna left leak in high pressure compressor section, engine change declared. supplemental report : replaced right engine, iaw workcard 71-49-01. operations check good. ( closed )",Yes,,,,,,,
343,"upon descent into destination approxmately fl 180 in imc rain right engine fire warning and light came on. ran phase ones and qrh for right engine fire. upon right engine shutdown, fire light went out then came back on so followed qrh and fired the fire bottle. red light and warning then went out and stayed out. emergency landed, fire crew, then mx, declared no obse rvable fire completed right engine fire and overheat detection system operation check ref b 757 amm 26-1 1-00-5 checked normal at this time. see wri updates for addtional work pref rorm ed and parts changed see wri 26208278 for #2 engine fire bottle change. conf call with mocc",Yes,,,,,,,
344,"aircraft was grounded. emergency declared. mia scl flight returned to mia account right engine throttle uncommanded roll back. overweight landing uneventful. removed and replaced right engine thrust lever angle resolver per amm 76-11-02, right engine electronic controller per amm 73-21-11 ( aala201711139020 ), and right electronic engine controllers loom assembly per amm 71-50-00 ( aala201711139021 ). operational checks good. ( closed ) nature of condition : partial rpm power loss precautionary procedure : unsched landing part name : resolver part condition : faulty",Yes,,,,,,,
345,"descending through 9000 ' left vibration went up to at least 4.9 with flashing box. autothrottle disconnected. engines at or close to id leading edge. vibration dropped to 3.9 then power was brought up and normal for remainder of flight. grounded - yes. flight leg 6 of flight history recorded no. 1 engine fan vibration 4.95, high pressure compressor. low pressure turbine vibration. for #1 engine accomplished steps e. step e. replaced mw0313 harness installation tests pass ref b737-800 amm 71-51-03-400-801-f00. accomplished repair confirmation of fim 77-31 task 806 built in test equipment test",Yes,,,,,,,
346,"aborted right engine start iaw qrh. not enough bleed pressure. accomplished operational check of engine ( right ) duct pressure 25 pounds per square inch, n2 fuel, flow 0.7 at engine start. no discrepancies noted operation check good iaw amm 71-00-00.",Yes,,,,,,,
347,"upon climb - passing through 8500 feet. the fire warning for the right engine fire warning illuminated and the fire bell was going off. engine was shutdown and feather and returned to base. upon inspection of the engine, it was determined to be an indication issue with no evidence of fire being found. aircraft is still being inspected to determine the root cause of the indication.",Yes,,,,,,,
348,"inflight shutdown declared emergency, in idle during arrival descent, number 2 engine quit running.. assembly is trailing edge down restart was attempted iaw qrh, but was not successful. right & right fuel nozzle filter on #2 engine iaw amm.",Yes,,,,,,,
349,"aircraft returned to platform due to during left engine start, a fuel leak was detected. detected fuel leak in the transient bleed valve drain. the left engine was motoring, after it was started and engine operational test was performed iaw amm 71-71-00, no confirming fuel leak, all correct. nature of condition : fluid loss precautionary procedure : other part name : unknown part condition : leaking",Yes,,,,,,,
350,"left engine has a small fuel seepage from the hpt turbine cooling valve shroud drain. removed and replaced left engine tcc valve iaw amm 75-24-01, test ran the nr 1 engine for leak check, no leaks found, operation check good. nature of condition : fluid loss precautionary procedure : other part name : valve part condition : leaking",Yes,,,,,,,
351,"during taxi flames were reported to be emanating from the nr 2 engine tailpipe. the engine was shutdown. emergency was declared. performed step 6 & 7 from ntsb. performed gvi of nr 2 engine and surrounding area for evidence of fire damage. found no evidence of fire or damage to the nr 2 engine. flight data recorder, cvr, and slides were removed and fdau was uploaded to pcmia card. nature of condition : flame fire precautionary procedure : other part name : engine part condition : fire",Yes,,,,,,,
352,"on initial walk-around found fuel leak on left engine, fuel servo heater assembly. removed and replaced left engine servo fuel heater iaw amm 73-11-09. leak check good. performed engine run per amm 71-00-00. found no further defects.",Yes,,,,,,,
353,"left engine oil quantity low. aircraft diverted to ksfo when reading 5 qts. during engine motoring, found oil tubing leaking at lower case. borescope found excessive oil leakage upper quadrant with damage to oil line. engine change under way. nature of condition : fluid loss precautionary procedure : unsched landing part name : line part condition : leaking",Yes,,,,,,,
354,"left engine popping noise reported by tower and other aircraft. inspected both engine inlets and outlets, master chip detectors and mcd ' s iaw amm 79-21 - no trouble found. downloaded pcmcia card but card unable to load, right & right pcmcia card iaw amm 31-36. found epcs message for nr 1 engine, s-pdiu, s-274-18, s-275-15 and s-354-29 iaw fim 77-35 fim 71-01. replaced electronic engine controllers al tte rnator stator and electronic engine controllers iaw amm 73-21. ops tested ok. right & right the 14th stage bleed valve iaw amm 75-32. right & right nr 1 engine indicating e alternator oil seals iaw amm 72-61. installed the stator iaw amm 73-21. performed high power run and no leaks noted.",Yes,,,,,,,
355,"#2 engine fuel pressure switch is leaking from forward fitting located above fuel filter. removed and replaced #2 engine fue left pressure switch packing, and re installed #2 engine fuel pressure switch iaw amm 73-34-01. pending leak check. performed leak check iaw amm 71-00-00, no leaks noted.",Yes,,,,,,,
356,"inspection type : na air turn back inflight shutdown. emergency declared, aircraft landed wout incident. left engine loss on rotation, bird strike, multiple birds. left engine shutdown inflight. cw birdstrike inspection, iaw amm 05-51-18-212-001, ref logbook 590 403 3 for right & right of nr 1 engine.",Yes,,,,,,,
357,left engine valve indication inop. removed and replaced left engine fuel shut-off valve actuator iaw amm 28-22-11. good at this time.,Yes,,,,,,,
358,"eicas message for fuel pump, right engine shutdown. removed and replaced the fuel control unit on the right engine iaw amm 7 3-21-01, operation check good. leak checked good nature of condition : warning indication, engine stoppage precautionary procedure : return to block part name : fcu part condition : malfunctioned",Yes,,,,,,,
359,during descent autothrottle commanded from idle to enroute power setting. emergency declared. nr 2 engine failed to accelerate. right & right the nr 2 engine iaw mt.,Yes,,,,,,,
360,"during ad check inspection, found the nr 4 engine outboard thrust reverser will not latch due to outboard thrust reverser forward end hanging to low. replaced hinge fitting bearing and repaired thrust reverser center hinge fitting iaw eomas-j217-n919ca-007. nature of condition : other precautionary procedure : none part name : fitting part condition : worn",Yes,,,,,,,
361,aircraft was grounded. left engine fuel control would not shutdown engine. removed and replaced left engine fuel control switch iaw amm 76-11-02 and swpm 20-61-11. operational check good. nature of condition : other precautionary procedure : none part name : switch part condition : faulty,Yes,,,,,,,
362,"at 38,000, ft oil quantity on the nr 1 engine dropped to zero, oil pressure was in and out. when pressure decreased to red line, crew shutdown the engine and flew on one engine for 20 minutes until arrival. maintenance accomplished magnetic chip detector iaw amm 79-21-05. inspected engine after in-flight. windmilling iaw amm 71-00-00. found starter seal leaking and replaced lt engine starter seal iaw amm 80-11-01. accomplished satisfactory operational check. aircraft was grounded. nature of condition : fluid loss, warning indication precautionary procedure : unsched landing part name : seal part condition : leaking",Yes,,,,,,,
363,"right engine fuel filter eicas message illuminated intermittently throughout flight. remained for last 2 hours of flig heat. replaced the fuel filter, found debris on the filter element iaw amm 73-11-08. accomplished a nr 2 engine run up t estimate, nr 3, ops & leak checked good iaw amm 21-00-00. no eicas mgs displayed during the engine run up. ok for service.",Yes,,,,,,,
364,"aircraft returned to platform due to during taxing, a fuel leak was detected in the left engine. maintenance personnel performed revision, detecting the fuel servo heater with fuel leak. so the left engine fuel servo heater was replaced, iaw amm 73-11-07 and left engine was run iaw mm 71-00-00, test 3a, tested correct.",Yes,,,,,,,
365,"during engine start, the right engine exhaust gas temperature reached 668 degrees using rich. aborted the engine start. followed qrh. performed visual inspection of lp turbine and the internal part of the exhaust collector iaw amm 78-11-04601 and no damage found. aircraft ok for service. nature of condition : warning indication, over temperature precautionary procedure : return to block part name : engine part condition : overtemp",Yes,,,,,,,
366,"nr 2 engine would not develop climb thrust out of 10,000 feet, returned to departure. right & right the nr 2 engine fuel pump iaw mt. nature of condition : warning indication precautionary procedure : unsched landing part name : pump part condition : faulty",Yes,,,,,,,
367,"during inspection, found a cracked bracket on forward bulkhead at the right upper engine thrust reverser. the bracket was replaced.",Yes,,,,,,,
368,"diverted, due to the right engine oil quantity indicated 7 quarts and was decreasing. maintenance found the right engine indicating e starter leaking at gearbox split line. replaced the starter packings and complied with high power run, no leaks noted. aircraft returned to service.",Yes,,,,,,,
369,passengers reported flames sparks in rear right engine and a popping noise on takeoff. no reported smoke in cabin. no abnormal engine indication. no overheat or fire indication in cockpit. bwi fire ; rescue reported normal engine temperatu res both front and rear of engine. [ 01 ] performed mtsi ttg8q005lltr for inspecting the inlet exaust chip detectors and sumps for damage or any abnormalities no defects noted also performed engine borescope no defects noted ref log page 17 70380 also performed engine power run per amm 71-00-00 ops ck good,Yes,,,,,,,
370,"during taxi out, the right engine shutdown by itself after being stabilized at idle. another aircraft reported small tail pipe fire after the engine had shutdown. replaced the right fcu, inspected inlet and exhaust. system operation is normal. as follow-up, found the burner pressure flex line damaged near the electronic engine controllers. removed and replaced the burner pressure flex line, checks good. nature of condition : flame fire precautionary procedure : engine shutdown part name : line part condition : damaged",Yes,,,,,,,
371,"returned to departure after a climb out engine vibration 1.1 nr 1 engine cowl valve light ( open ) began flashing. at fl 300 with switch off cowl valve light came on bright blue engine vibration 0.6. during climbout, began feeling medium frequency airframe vibration throughout aircraft, primarily located in floor aft of overwing exits gear and flap position h ad no effect, increased during approach. no emergency declared, landed without incident. replaced the nr 1 engine cowl tai valve iaw amm 30-21-11. ops and leak checked good.",Yes,,,,,,,
372,"discrepancy : crew reported that after departure from klrd and climbing through 10000 feet, the nr 3 engine failed with associated vibrations. they declared an emergency and performed the engine fire, severe damage or separation checklist and landed at the departure airport without further incident. corrective action : usa jet maintenance in klrd inspected the engine and found all four stages of the turbine section to have foreign object debris. they removed and replaced the nr 3 engine, iaw usa jet gmm volume 4 chapter 72.01.1 to 72.01.26. all operations and leaks normal during engine trim run.",Yes,,,,,,,
373,"at fl 320, after 1 hr 25 min of flight, we heard a loud bang. #2 engine rolled back and shutdown. auto start tried several times to re light but it did not start. n1 21 %, n2 22 %, oil pres 9. highest exhaust gas temperature during restart was 825. descended to fl 300 and accomplished qrh. since engine wasn ' t seized, attempted another start. did not start, engine was cutoff. removed and replaced #2 engine assembly per atlas air task card b-72-099-00-01. accomplished mcs package 52306 as assigned.",Yes,,,,,,,
374,"diverted due to approximately one hour into flight, the left engine oil quantity dropped to zero. oil pressure also dropped. crew consulted qrh, and contacted dispatch and mc and decision was made to divert to ams. emergency was declared when request to dump fuel was made. arff reported a brake fire and followed the aircraft to the gate. right inboard rear fuse plug melted. engine was pulled back to idle. aircraft landed with left engine on with 9 pounds per square inch oil pressure. mtc found oil streaking from recoup ducts in tailpipe. corrective action : engine change. ( 9638068 ) nature of condition : fluid loss precautionary procedure : unsched landing part name : engine part condition : leaking",Yes,,,,,,,
375,"system a hydraulic quantity indication. an emergency was declared, and landed without further incident. system a engine driven pump illuminated for duration of flight, greater than 5 minutes. the aircraft was grounded. replaced left engine hydraulic pump iaw amm 29-11-11. replaced all pressure, return, engine and emdp filter case. replaced emp iaw amm 29-11-21. replaced pressure and return hydraulic lines on engine. replaced case drain line on engine iaw amm 29-11-51. accomplished system a hydraulic flush iaw motor control module 29-93-01. hydraulics system serviced. accomplished an engine run iaw amm 71-00-00. left eak check and operation check ok on the ground.",Yes,,,,,,,
376,"ship 5638 - air turn back - on climb, flight crew experienced right engine vibrations, decision made to return to sea. mtc found meta left in the tailpipe. corrective action : remove and replace #2 engine per amds work cards. ops and leak check okay.",Yes,,,,,,,
377,"fuel leak from nr 1 engine, fuel dripping from fan cowl on arrival. aircraft grounded. alternate de-activation procedures used per mpm chapter 5 table 3 item 9. found fuel present on-line coming from out of fuel pump, line wet under clamp, cleaned area, idle ran engine. no leaks observed. ran engine above 80 % n1, found fuel leaking from fuel out tube at the fuel oil heat exchanger for intergrated drive generator. removed and replaced the nr 1 engine fuel line from fuel out tube at the fuel oil heat exchanger and intergrated drive generator oil cooler iaw amm 73-11-06-400-801-f00, step 3f. ground ran engine above 80 % n1 again no leaks noted. nature of condition : fluid loss precautionary procedure : none part name : line part condition : leaking",Yes,,,,,,,
378,"fuel leak checklist illumnated followed standard operation procedure, diverted, confered with inbd flight crew. fuel flow on right engine 1800 lbs per hour higher than left engine before shutdown. right engine exhaust gas temperature 40 degrees higher than left engine. right engine shutdown in-flight wind milled for 30 min before landing positive oil pressure 17 pounds per square inch - 21 pounds per square inch while engine was in windmill condition. noted. visually inspected p4.95 plumbing. no discrepancies noted. verified no additional ( applicable ) maintenance messages. add emp : 10 4300 interigated cmcf last leg report found maintenance message 73-08102. fim task 73-28-00-810-821-n00 partially accomplished. accomplished visual inspection of p2t2 sensor. no discrepancies unable to leak check p2t2 or p4.95 plumbing due",Yes,,,,,,,
379,"divert inflight shutdown declared emergency, suspect fuel leak nr 1 engine. comply wqrh. shutdown nr 1 engine, windmil left for approximately 30 min. right & right high pressure turbine active clearance control valve per amm.",Yes,,,,,,,
380,"air turn back, inflight shutdown right engine surge followed by fire indication passing 14k. ran qrh, discharged 2 fire bottles into right engine. fire extinguished after 3 minutes. exhaust gas temperature reached 1100 exhaust gas temperature. engine replaced.",Yes,,,,,,,
381,"on descent into kcvg, lt engine stuck at idle and would not accelerate as commanded. emergency declared. in accordance with engine failure checklist, complied with in-flight shutdown with a restart. engine restarted normally, but still at idle. approach and landing into destination airport kcvg without incident. aircraft was grounded for unscheduled maintenance. inspection of lt engine mec revealed broken vsv cable bellcrank. removed and replaced vsv feedback bellcrank, cables and var stator actuator. operational engine runs satisfactory. leak check satisfactory. no further defects noted. aircraft released to service. nature of condition : other precautionary procedure : engine shutdown part name : cable part condition : deteriorated",Yes,,,,,,,
382,"aircraft was grounded : at approximately 10,000 feet engine 2 overheat light illuminated. engine 1 fire light and engine 1 overheat does not test. returned to field. * supplemental report : replaced chafed harness mw0325 ( aala202106189013 ) pe right amm 26-11-02 and amm 26-10-01. replaced engine and auxiliary power unit fire and overheat detection control module ( aala202106219002 ) per amm 26-10-01.",Yes,,,,,,,
383,"captain called on satcom to report compressor stall on right engine. engine pulled back to idle to keep electric on-line but was not shutdown. emergency delcared, ac diverted to snn, landed overweight. the aircraft was grounded. replaced the nr 2 engine iaw mm 71-00-02, wc sec12 iaw 71-95-18. engine ran iaw 71-94-08. all engine parameters were normal. air & electrical were normal. no eicas messages noted.",Yes,,,,,,,
384,"fuel imbalance, followed by verified fuel leak nr 1 engine. performed unexpected fuel config, unwanted fuel transfer check, examine & cleaned jet pump nozzles ( no debris noted ), operation check both auto shut-off valves, performed tank compensator test, and performed engine idle leak check iaw amm and fim.",Yes,,,,,,,
385,"during approach, the left oil strainer clogging light illuminated in level flight fl220. performed qrh procedure. reduc ing thrust caused light to extinguish. came on during approach, landed with left engine at idle. emergency delcared, and landed without incident. the aircraft was grounded. replaced left engine pressure transmitter switch iaw amm 79-35-01.",Yes,,,,,,,
386,"aircraft was grounded : pilot reports max power takeoff lined up on runway, started roll, left engine produced max power and right lagged, plane veer right side of runway. left engine 98 n1 right engine was 45 n1. ( toga engaged ). maintenance accomplished test 8 acceleration check iaw amm 71-00-00-700-824. acceleration within limits.",Yes,,,,,,,
387,"air turn back, due to left engine high pressure shut off valve ( engine high stage bleed valves ). repair in work. nature of condition : other precautionary procedure : unsched landing part name : shut-off valve part condition : not reported",Yes,,,,,,,
388,"system a hydraulic quantity indication. emergency was declared, and landed without further incident. system a engine driven pump illuminated for duration of flight, greater than 5 minutes. the aircraft was grounded. replaced left engine hydraulic pump iaw amm 29-11-11. replaced all pressure, return, engine and emdp filter case. replaced emdp per amm 29-11-21. replaced pressure and return hydraulic lines on engine. replaced case drain line on engine iaw amm 29-11-51. accomplished system a hydraulic flush per motor control module 29-93-01. hydraulics system serviced. accomplished engine run iaw amm 71-00-00. leak check and operations checked ok on the ground.",Yes,,,,,,,
389,"aircraft was grounded : pilot reports 15 min after takeoff passing fl200 right engine overheat light illuminated. reduced engine to idle, light extinguished. emergency declared, returned to dfw. maintenance troubleshot iaw fim 26-10-00-810-811 and found leak on hpt cooling duct. removed and replaced duct iaw em 72-54-11-300, leak check good. performed high powe right engine run for 10 min, no overheat indications. ok for service.",Yes,,,,,,,
390,aircraft was grounded : left engine n1 indication did not reach planned setting of 95.3 % for takeoff. disconnected autothrottle while accelerating down the runway. pushed left throttle full forward and achieved approximately 91.2 % n1. aircraft was accelerating normally and takeoff was continued. all other indications on both engines appeared to be normal. left engine n1 indications appeared to correct itself shortly after takeoff and autothrottle were placed on. replaced left engine n1 speed sensor and accomplished a satisfactory ope rational check per amm 77-11-01.,Yes,,,,,,,
391,"after engine start, the left engine exhaust gas temperature continued to rise to 810 degrees, then engine flamed out. n1, n2, & n3 decreased to 0. fuel lever was placed to cutoff, ground crew advised flames coming from exhaust and went out by itself. found a bad bvcu, right & right bvcu iaw amm 75-32-01. also suspect ffg, removed and replaced the nr 1 ffg iaw amm 73-21-01, leak checked good. performed tests 1, 3, 2, 9, 10, 11, & 13 iaw mm 71-00-00, all checked good. performed borescope inspection on the nr 2 engine iaw fim 71-05-00-815-823-r00, hot section ( hpt, ipt, low pressure turbine and combustion chamber ) iaw amm 72-00-00. no damage found. nature of condition : engine flame out, warning indication, flame fire precautionary procedure : return to block part name : control unit part condition : faulted",Yes,,,,,,,
392,"during taxi out, a passing aircraft reported a fire in the right engine. no fire indications in the cockpit. the crew pulled the nr 2 engine fire handle, but did not activate the fire extinguishers. returned to gate without further inci dent. the aircraft was grounded. maintenance reinstated the nr 2 engine fire handle iaw amm 26-21-00, & accomplished a nr 2 engine fire detection system ops test iaw amm 26-11-00, & fire bottle inspection iaw amm 26-20-00. replaced the nr 2 engine.",Yes,,,,,,,
393,"in descent as the plane was leveling off at fl 340 and throttles coming up, right engine stayed at 40 % and began to stal left ( mild chugging ) froom right engine. right & right hydro mechanical unit per amm.",Yes,,,,,,,
394,"aircraft was grounded : pilot reports after parking at gate, right engine did not shutdown with fuel control switch cutoff position, right engine fuel valve eicas message. ran for about 3min. maintenance removed, cleaned, inspected associated co nnectors iaw fim 73-21-00, found no discrepancies. reconnected connectors, confirmed operation of engine run was normal. ok for service.",Yes,,,,,,,
395,aircraft was grounded : engine #1 overheat light illuminated during climb. flight crew reduced pwer setting on #1 engine and noted the light went out at half throttle. an emergency was declared and the aircraft returned to phx where it landed safely with no further incident. the #1 engine 9th stage inlet tube was missing a bolt and 1was loose at the 5 o ' clock position on the case. installed missing bolt and tighted the loose bolt per amm 75-21-01-401 and accomplished a satisfactory operational check.,Yes,,,,,,,
396,no.4 engine right thrust reverser forward web angle for plastic rub strip upper corner cracked.,Yes,,,,,,,
397,"after engine start pilot in cabin 12c noticed oily smell throught flight until engine shutdown. no smell in cockpit. suspect right t pack or right engine. rmvd boro plugs from #1 and #2 engine for insp of 6th and 13th stage comp. rmvd saddle duct caps from both 8th and 13stage on both engine. md88 mm 72-00. boroscoped high pressure compressor 6713 and both saddle ducts. no evidence of oil found on both nr 1 and 2 engines. re installed nr 1 and 2 engine 6th stage and 13 stage boro plugs per maintenance manual 72-00, re instrument saddle duct clamps. rmvd right aircraft pack flow cont valves and acm y ducts. no evidence of oil contamination, re installed y ducts and flow cont valves both sides. needs lk ck and ops cks lt and right aircraft pack system. cw odi prevention ref no go odi preventi",Yes,,,,,,,
398,ship 695 - aborted takeoff - due to left engine did not reach takeoff power. corrective action : mtc replaced fuel pump and fuel control. performed required engine runs. aircraft was returned to service.,Yes,,,,,,,
399,"after takeoff and during climb - bw 8-10k left inlet fuel pressure. lo illuminated on eoap. ran qrh - 12.22 - once all pumps were on, only 150lb. of fuel in center at that time. left inlet fuel pressure. lo light ( external. left fuel tank boos t pump circuit-breaker ( j23 ) popped. during further climb fl240-260, left inlet fuel pressure lo light reillum. went back to qrh. 12.22 - then to 12.13. fuel imbalance now at 900 lbs bw left main right main tank. center. tank 50lbs. left engine. began to surge with power - right, engine. steady 1.38 - lt. engine. engine pressure ratio 1.26 - 1.05 - 1.58. n1 rolling up and down. autothrottle were engaged. engine. anti ice was also on. you could feel the large power changes throughout the cabin. at were disconnected. and left engine powe",Yes,,,,,,,
400,"nr 1 engine failed during takeoff, got 3 back firing before engine shutdown, qrh completed. removed fuel pump and discovered it had a broken shaft. installed new fuel per mm 72-00-61 and operation check it per amm 71-09-100.",Yes,,,,,,,
401,"both engines show low quantity in-flight. emergency declared. found left engine oil quantity at 62 percent and the right at 52 percent. serviced both engine oils to full iaw amm 12-13-11-600-801. inspected engines for leaks. performed 5minidle run checks, no oil leaks noted. shutdown engines oil quantities read 100 percent. nature of condition : warning indication precautionary procedure : unsched landing part name : oil system part condition : low",Yes,,,,,,,
402,"aircraft was grounded. mia kin returned to mia account system a hydraulic quantity indication. emergency was declared. f light was not over weight and landed without further incident. loss of system "" a "" inflight. system a engine driven pump illuminated for duration of flight ( greater than 5 minutes ). replaced left engine hydraulic pump per amm 29-11-11. replaced all pressure, return, engine and emdp filter case. replaced emdp iaw amm 29-11-21. replaced pressure and return hydraulic lines on engine. replaced case drain line on engine iaw amm 29-11-51. accomplished system a hydraulic flush per motor control module 29-93-01. hydraulics system serviced. accomplished engine run iaw amm 71-00-00. leak check and operations checked ok on the ground.",Yes,,,,,,,
403,aircraft was grounded : flame reported 1 foot in lenght while taxing all engine paramaters normal right engine. accomplished inspection on right engine flame arrestor iaw amm 71-00-00. flame arrestor honeycomb is present and not deteriorated. ok for continued service.,Yes,,,,,,,
404,"on takeoff roll at 85 knots the nr 1 engine failed. aborted the takeoff. engine fail illuminated and nr 1 engine rolled back. right & right the gasket iaw amm. nature of condition : warning indication, partial rpm power loss precautionary procedure : aborted takeoff part name : gasket part condition : leaking",Yes,,,,,,,
405,"this aircraft requires inspection and or maintenance action by a certified technician to determine that it is in a condition for safe flight as intended per the ferry permit. system generated mfd approval log this aircraft has inspected by mx and has been determined to be in condition for safe flight as intended per the ferry permit. right engine igniters come on with power on and engine in cutoff. engine valve light on in cutoff position. found circuit-breaker for engine valve pulled re-set and normal operation re-stored, replaced relay k10402 engine 2 ignition control relay, ref awd 74-31-21, apd ' d igniter test per am m 74-00-00-705.",Yes,,,,,,,
406,left hand spar valve light did not come on for engine start. removed and replaced engine fuel shut-off valve actuator iaw amm 28-22-11. operation check good.,Yes,,,,,,,
407,"returned to departure due to right hydraulic system quantity loss. found right engine outboard thrust reverser lower actuator b - nut leaking. replaced packing in union iaw amm 78-31. leak checked good. also, removed and replaced right system acmp m manifold and engine driven pump manifold filters. no dpi found popped. mcc advised. ok for service.",Yes,,,,,,,
